ID,N_VICTIMAS,VICTIMA,ACUSADO,AAAA,SEMESTRE
2020-0066,1,MOTO,OBJETO FIJO,2020,2020_2
2020-0067,1,PEATON,PASAJEROS,2020,2020_2
2020-0068,1,MOTO,AUTO,2020,2020_2
2020-0069,1,MOTO,PASAJEROS,2020,2020_2
2020-0070,1,PEATON,PASAJEROS,2020,2020_2
2020-0071,1,PEATON,AUTO,2020,2020_2
2020-0072,1,BICICLETA,AUTO,2020,2020_2
2020-0073,1,MOTO,OBJETO FIJO,2020,2020_2
2020-0074,1,AUTO,AUTO,2020,2020_2
2020-0075,1,PEATON,PASAJEROS,2020,2020_2
2020-0076,1,AUTO,PASAJEROS,2020,2020_2
2020-0077,2,MOTO,AUTO,2020,2020_2
2020-0078,1,BICICLETA,PASAJEROS,2020,2020_2
2020-0079,1,MOTO,OBJETO FIJO,2020,2020_2
2021-0001,1,MOTO,AUTO,2021,2021_1
2021-0002,1,MOTO,CARGAS,2021,2021_1
2021-0003,1,MOTO,OBJETO FIJO,2021,2021_1
2021-0004,1,PEATON,CARGAS,2021,2021_1
2021-0005,1,PEATON,AUTO,2021,2021_1
2021-0006,1,MOTO,CARGAS,2021,2021_1
2021-0007,1,MOTO,MOTO,2021,2021_1
2021-0008,1,PEATON,PASAJEROS,2021,2021_1
2021-0009,1,MOTO,OBJETO FIJO,2021,2021_1
2021-0010,1,MOTO,AUTO,2021,2021_1
2021-0011,1,PEATON,AUTO,2021,2021_1
2021-0012,1,PEATON,AUTO,2021,2021_1
2021-0013,1,MOTO,OBJETO FIJO,2021,2021_1
2021-0014,1,PEATON,AUTO,2021,2021_1
2021-0015,1,MOTO,OBJETO FIJO,2021,2021_1
2021-0016,1,AUTO,OBJETO FIJO,2021,2021_1
2021-0017,1,MOTO,PASAJEROS,2021,2021_1
2021-0018,1,PEATON,AUTO,2021,2021_1
2021-0019,1,MOTO,OBJETO FIJO,2021,2021_1
2021-0020,1,PEATON,CARGAS,2021,2021_1
2021-0021,1,MOTO,OBJETO FIJO,2021,2021_1
2021-0022,1,PASAJEROS,SD,2021,2021_1
2021-0023,1,MOTO,CARGAS,2021,2021_1
2021-0024,1,BICICLETA,CARGAS,2021,2021_1
2021-0025,1,MOTO,OTRO,2021,2021_1
2021-0026,1,MOTO,OBJETO FIJO,2021,2021_1
2021-0027,1,MOTO,CARGAS,2021,2021_1
2021-0028,1,PEATON,PASAJEROS,2021,2021_1
2021-0029,1,AUTO,AUTO,2021,2021_1
2021-0030,1,PEATON,PASAJEROS,2021,2021_1
2021-0031,1,PEATON,CARGAS,2021,2021_1
2021-0032,1,PEATON,MOTO,2021,2021_1
2021-0033,1,AUTO,OBJETO FIJO,2021,2021_1
2021-0034,1,MOTO,CARGAS,2021,2021_1
2021-0035,1,MOTO,CARGAS,2021,2021_1
2021-0036,1,MOTO,OBJETO FIJO,2021,2021_1
2021-0037,1,PEATON,PASAJEROS,2021,2021_1
2021-0038,1,MOTO,CARGAS,2021,2021_1
2021-0039,1,BICICLETA,AUTO,2021,2021_1
2021-0040,1,MOTO,AUTO,2021,2021_1
2021-0041,1,PEATON,PASAJEROS,2021,2021_1
2021-0042,1,PEATON,PASAJEROS,2021,2021_1
2021-0043,1,PEATON,AUTO,2021,2021_1
2021-0044,1,MOTO,OBJETO FIJO,2021,2021_1
2021-0045,1,MOTO,MULTIPLE,2021,2021_1
2021-0046,1,AUTO,OBJETO FIJO,2021,2021_1
2021-0047,1,MOTO,AUTO,2021,2021_1
2021-0048,1,BICICLETA,AUTO,2021,2021_1
2021-0049,1,AUTO,AUTO,2021,2021_1
2021-0050,1,MOTO,PASAJEROS,2021,2021_1
2021-0051,1,PEATON,CARGAS,2021,2021_1
2021-0052,1,MOTO,OBJETO FIJO,2021,2021_1
2021-0053,1,PEATON,BICICLETA,2021,2021_1
2021-0054,1,MOTO,CARGAS,2021,2021_1
2021-0055,1,MOTO,CARGAS,2021,2021_1
2021-0056,1,BICICLETA,AUTO,2021,2021_2
2021-0057,1,AUTO,OBJETO FIJO,2021,2021_2
2021-0058,1,PEATON,AUTO,2021,2021_2
2021-0059,1,AUTO,OBJETO FIJO,2021,2021_2
2021-0060,1,PEATON,PASAJEROS,2021,2021_2
2021-0061,1,PEATON,CARGAS,2021,2021_2
2021-0062,1,AUTO,CARGAS,2021,2021_2
2021-0063,1,AUTO,AUTO,2021,2021_2
2021-0064,1,PEATON,CARGAS,2021,2021_2
2021-0065,1,PEATON,PASAJEROS,2021,2021_2
2021-0066,1,PEATON,PASAJEROS,2021,2021_2
2021-0067,1,MOTO,OBJETO FIJO,2021,2021_2
2021-0068,1,MOTO,OBJETO FIJO,2021,2021_2
2021-0069,1,PEATON,AUTO,2021,2021_2
2021-0070,1,MOTO,CARGAS,2021,2021_2
2021-0071,1,PEATON,MOTO,2021,2021_2
2021-0072,1,PEATON,AUTO,2021,2021_2
2021-0073,1,BICICLETA,AUTO,2021,2021_2
2021-0074,1,MOTO,MULTIPLE,2021,2021_2
2021-0075,1,PEATON,CARGAS,2021,2021_2
2021-0076,1,MOTO,OBJETO FIJO,2021,2021_2
2021-0077,1,MOTO,CARGAS,2021,2021_2
2021-0078,1,MOTO,PASAJEROS,2021,2021_2
2021-0079,1,PEATON,AUTO,2021,2021_2
2021-0080,1,MOTO,AUTO,2021,2021_2
2021-0081,1,MOTO,CARGAS,2021,2021_2
2021-0082,1,MOTO,AUTO,2021,2021_2
2021-0083,1,MOTO,AUTO,2021,2021_2
2021-0084,1,AUTO,OBJETO FIJO,2021,2021_2
2021-0085,1,MOTO,OBJETO FIJO,2021,2021_2
2021-0086,1,PEATON,PASAJEROS,2021,2021_2
2021-0087,1,PEATON,BICICLETA,2021,2021_2
2021-0088,1,MOTO,AUTO,2021,2021_2
2021-0089,1,MOTO,AUTO,2021,2021_2
2021-0090,1,PEATON,PASAJEROS,2021,2021_2
2021-0091,1,MOTO,AUTO,2021,2021_2
2021-0092,1,PEATON,AUTO,2021,2021_2
2021-0093,1,MOTO,AUTO,2021,2021_2
2021-0094,1,MOTO,AUTO,2021,2021_2
2021-0095,1,MOTO,CARGAS,2021,2021_2
2021-0096,1,AUTO,CARGAS,2021,2021_2
2021-0097,1,BICICLETA,AUTO,2021,2021_2
